Algorithm,Function,Dimension,Population,Best Value,Execution Time
gwo,ackley_function,5,20,6.316764088192386,0.0011188983917236328
gwo,ackley_function,5,20,-6.241155477900516,0.0011188983917236328
gwo,ackley_function,5,20,-6.196360858163627,0.0011188983917236328
gwo,ackley_function,5,20,6.249214357273902,0.0011188983917236328
gwo,ackley_function,5,20,-0.30446587141708226,0.0011188983917236328
gwo,ackley_function,5,30,-0.25090900016366396,0.0014300346374511719
gwo,ackley_function,5,30,6.284592448426412,0.0014300346374511719
gwo,ackley_function,5,30,-0.013718710777052287,0.0014300346374511719
gwo,ackley_function,5,30,-6.262588175550197,0.0014300346374511719
gwo,ackley_function,5,30,0.05769647681052756,0.0014300346374511719
gwo,ackley_function,5,40,0.3684373215410281,0.0018167495727539062
gwo,ackley_function,5,40,-6.248105229655337,0.0018167495727539062
gwo,ackley_function,5,40,-6.287947957810402,0.0018167495727539062
gwo,ackley_function,5,40,6.311528537842346,0.0018167495727539062
gwo,ackley_function,5,40,-6.206720587509707,0.0018167495727539062
gwo,ackley_function,5,50,-6.278183050902295,0.002141237258911133
gwo,ackley_function,5,50,0.04825611039668524,0.002141237258911133
gwo,ackley_function,5,50,0.03546519262451344,0.002141237258911133
gwo,ackley_function,5,50,-0.09882722363310731,0.002141237258911133
gwo,ackley_function,5,50,0.04408818250362707,0.002141237258911133
hs,ackley_function,2,10,-0.38025759577006113,0.0004730224609375
hs,ackley_function,2,10,-0.02561379762547089,0.0004730224609375
hs,ackley_function,2,20,-0.3755924394849284,0.0008251667022705078
hs,ackley_function,2,20,0.961166805015344,0.0008251667022705078
hs,ackley_function,2,30,0.5799014254540253,0.0012557506561279297
hs,ackley_function,2,30,0.4515348773315786,0.0012557506561279297
hs,ackley_function,2,40,0.14417157640048117,0.0015778541564941406
hs,ackley_function,2,40,1.118890939557044,0.0015778541564941406
hs,ackley_function,2,50,0.2917554742501238,0.001978158950805664
hs,ackley_function,2,50,0.6267658085764882,0.001978158950805664
hs,ackley_function,3,10,-0.020089088602993854,0.0006039142608642578
hs,ackley_function,3,10,-6.343000651678537,0.0006039142608642578
hs,ackley_function,3,10,-0.3092377966426548,0.0006039142608642578
hs,ackley_function,3,20,-7.2101396194974114,0.0008959770202636719
hs,ackley_function,3,20,5.594973936546703,0.0008959770202636719
hs,ackley_function,3,20,5.434057875710593,0.0008959770202636719
hs,ackley_function,3,30,7.018703640386415,0.0014111995697021484
hs,ackley_function,3,30,0.8279184817114622,0.0014111995697021484
hs,ackley_function,3,30,6.555994361311186,0.0014111995697021484
hs,ackley_function,3,40,-5.800205486227394,0.002209901809692383
hs,ackley_function,3,40,-0.6482631469184064,0.002209901809692383
hs,ackley_function,3,40,0.39880411099271185,0.002209901809692383
hs,ackley_function,3,50,-5.498640548392768,0.0019981861114501953
hs,ackley_function,3,50,-0.5253151499754836,0.0019981861114501953
hs,ackley_function,3,50,-7.001174245554925,0.0019981861114501953
hs,ackley_function,5,10,-0.19498915761135827,0.0005748271942138672
hs,ackley_function,5,10,0.29845410049735566,0.0005748271942138672
hs,ackley_function,5,10,-5.947722362759784,0.0005748271942138672
hs,ackley_function,5,10,-6.423674483973531,0.0005748271942138672
hs,ackley_function,5,10,1.1321546757653884,0.0005748271942138672
hs,ackley_function,5,20,1.1656527653264508,0.0010340213775634766
hs,ackley_function,5,20,-0.4245721422281523,0.0010340213775634766
hs,ackley_function,5,20,-5.001384683236367,0.0010340213775634766
hs,ackley_function,5,20,8.00581145548557,0.0010340213775634766
hs,ackley_function,5,20,6.726467350554856,0.0010340213775634766
hs,ackley_function,5,30,0.564604811051062,0.0017430782318115234
hs,ackley_function,5,30,6.113246881201835,0.0017430782318115234
hs,ackley_function,5,30,-6.955608028615585,0.0017430782318115234
hs,ackley_function,5,30,-9.858753420903563,0.0017430782318115234
hs,ackley_function,5,30,-7.015611821422032,0.0017430782318115234
hs,ackley_function,5,40,6.167999690102994,0.002210855484008789
hs,ackley_function,5,40,-4.983475266767375,0.002210855484008789
hs,ackley_function,5,40,0.09849709808140972,0.002210855484008789
hs,ackley_function,5,40,7.183994009221223,0.002210855484008789
hs,ackley_function,5,40,5.103253407729051,0.002210855484008789
hs,ackley_function,5,50,7.02907627687685,0.002650022506713867
hs,ackley_function,5,50,-5.018137314984436,0.002650022506713867
hs,ackley_function,5,50,-6.014952800326338,0.002650022506713867
hs,ackley_function,5,50,-6.526894750057998,0.002650022506713867
hs,ackley_function,5,50,-6.481475509270075,0.002650022506713867
pso,ackley_function,2,10,-6.258332501848409,0.00046515464782714844
pso,ackley_function,2,10,-0.003460026696256057,0.00046515464782714844
pso,ackley_function,2,20,6.280261103032048,0.0006172657012939453
pso,ackley_function,2,20,-6.282763923323854,0.0006172657012939453
pso,ackley_function,2,30,6.279288150892469,0.0008499622344970703
pso,ackley_function,2,30,6.283036828955072,0.0008499622344970703
pso,ackley_function,2,40,6.276152317054858,0.0011241436004638672
pso,ackley_function,2,40,0.002114223321174872,0.0011241436004638672
pso,ackley_function,2,50,6.284030275782777,0.0013580322265625
pso,ackley_function,2,50,6.284446686722958,0.0013580322265625
pso,ackley_function,3,10,6.2900119623152815,0.0004839897155761719
pso,ackley_function,3,10,-6.250374670639172,0.0004839897155761719
pso,ackley_function,3,10,6.261502263956835,0.0004839897155761719
pso,ackley_function,3,20,0.6668697418995289,0.0008101463317871094
pso,ackley_function,3,20,-12.072351693231228,0.0008101463317871094
pso,ackley_function,3,20,0.39380497490416855,0.0008101463317871094
pso,ackley_function,3,30,-6.28416640036252,0.0009980201721191406
pso,ackley_function,3,30,-6.301908763143325,0.0009980201721191406
pso,ackley_function,3,30,-6.282557532773192,0.0009980201721191406
pso,ackley_function,3,40,6.285043184423612,0.0012400150299072266
pso,ackley_function,3,40,-6.274648836283483,0.0012400150299072266
pso,ackley_function,3,40,-0.009899601849158564,0.0012400150299072266
pso,ackley_function,3,50,6.2871455104206015,0.0015571117401123047
pso,ackley_function,3,50,-6.279031100250225,0.0015571117401123047
pso,ackley_function,3,50,0.00498763780879488,0.0015571117401123047
pso,ackley_function,5,10,0.07456080933767524,0.0005528926849365234
pso,ackley_function,5,10,-6.239288230042936,0.0005528926849365234
pso,ackley_function,5,10,6.424283324141647,0.0005528926849365234
pso,ackley_function,5,10,10.0,0.0005528926849365234
pso,ackley_function,5,10,6.279083017187366,0.0005528926849365234
pso,ackley_function,5,20,6.285877844160851,0.0007848739624023438
pso,ackley_function,5,20,-6.302553691353608,0.0007848739624023438
pso,ackley_function,5,20,0.07135138888230522,0.0007848739624023438
pso,ackley_function,5,20,6.435235526625066,0.0007848739624023438
pso,ackley_function,5,20,6.1391905587160895,0.0007848739624023438
pso,ackley_function,5,30,-6.004424178491723,0.0012061595916748047
pso,ackley_function,5,30,10.535071908461964,0.0012061595916748047
pso,ackley_function,5,30,6.73573980759375,0.0012061595916748047
pso,ackley_function,5,30,6.217134750428171,0.0012061595916748047
pso,ackley_function,5,30,-5.737714644309496,0.0012061595916748047
pso,ackley_function,5,40,-6.3966618927835235,0.001600027084350586
pso,ackley_function,5,40,-6.264536219093693,0.001600027084350586
pso,ackley_function,5,40,6.245368086419667,0.001600027084350586
pso,ackley_function,5,40,6.23988547940736,0.001600027084350586
pso,ackley_function,5,40,6.2499070103818655,0.001600027084350586
pso,ackley_function,5,50,6.256520211792158,0.0032618045806884766
pso,ackley_function,5,50,-0.010160795964364627,0.0032618045806884766
pso,ackley_function,5,50,-0.046331216665494945,0.0032618045806884766
pso,ackley_function,5,50,6.30543146228053,0.0032618045806884766
pso,ackley_function,5,50,6.277396190795237,0.0032618045806884766
ssa,ackley_function,2,10,-5.647252285364252,0.006293058395385742
ssa,ackley_function,2,10,-5.770897864405231,0.006293058395385742
ssa,ackley_function,2,20,0.03491964372033607,0.016434907913208008
ssa,ackley_function,2,20,0.007010053074414824,0.016434907913208008
ssa,ackley_function,2,30,0.7259921321184127,0.028329849243164062
ssa,ackley_function,2,30,-0.22862448012696576,0.028329849243164062
ssa,ackley_function,2,40,5.9394666866170995,0.04822182655334473
ssa,ackley_function,2,40,-0.12550917183083415,0.04822182655334473
ssa,ackley_function,2,50,0.07748189038367326,0.07396101951599121
ssa,ackley_function,2,50,0.15099165613338655,0.07396101951599121
ssa,ackley_function,3,10,-6.106969089776768,0.0052831172943115234
ssa,ackley_function,3,10,6.425372589437803,0.0052831172943115234
ssa,ackley_function,3,10,-5.7001799959160335,0.0052831172943115234
ssa,ackley_function,3,20,1.0094437348782723,0.014189004898071289
ssa,ackley_function,3,20,-5.820538633126022,0.014189004898071289
ssa,ackley_function,3,20,-6.089086436473637,0.014189004898071289
ssa,ackley_function,3,30,7.725584695596189,0.028851985931396484
ssa,ackley_function,3,30,5.9588906064792715,0.028851985931396484
ssa,ackley_function,3,30,-6.448068685485764,0.028851985931396484
ssa,ackley_function,3,40,6.098804260948451,0.05134987831115723
ssa,ackley_function,3,40,5.9076585191594,0.05134987831115723
ssa,ackley_function,3,40,-6.3297685788678555,0.05134987831115723
ssa,ackley_function,3,50,5.97353410773989,0.08218598365783691
ssa,ackley_function,3,50,6.128497656973861,0.08218598365783691
ssa,ackley_function,3,50,-0.3146468380566107,0.08218598365783691
ssa,ackley_function,5,10,5.243978563818463,0.005424976348876953
ssa,ackley_function,5,10,0.5151036829925185,0.005424976348876953
ssa,ackley_function,5,10,-6.847587084625173,0.005424976348876953
ssa,ackley_function,5,10,1.9779026617507285,0.005424976348876953
ssa,ackley_function,5,10,5.683914206052892,0.005424976348876953
ssa,ackley_function,5,20,0.022917643368486312,0.015752077102661133
ssa,ackley_function,5,20,-5.6750205160999485,0.015752077102661133
ssa,ackley_function,5,20,-7.18268933581426,0.015752077102661133
ssa,ackley_function,5,20,8.641628630565723,0.015752077102661133
ssa,ackley_function,5,20,-7.399606167676974,0.015752077102661133
ssa,ackley_function,5,30,8.274575430783536,0.0313720703125
ssa,ackley_function,5,30,7.513574595072191,0.0313720703125
ssa,ackley_function,5,30,6.276352267230517,0.0313720703125
ssa,ackley_function,5,30,0.1156678662473283,0.0313720703125
ssa,ackley_function,5,30,0.21639146472096832,0.0313720703125
ssa,ackley_function,5,40,0.38958282295641494,0.05118727684020996
ssa,ackley_function,5,40,-0.8479627104361025,0.05118727684020996
ssa,ackley_function,5,40,0.29617812715232006,0.05118727684020996
ssa,ackley_function,5,40,4.6589935905431155,0.05118727684020996
ssa,ackley_function,5,40,0.1090544228810954,0.05118727684020996
ssa,ackley_function,5,50,-0.612836273355108,0.0709528923034668
ssa,ackley_function,5,50,-0.1491246629273204,0.0709528923034668
ssa,ackley_function,5,50,10.024179872906991,0.0709528923034668
ssa,ackley_function,5,50,-5.939162085939947,0.0709528923034668
ssa,ackley_function,5,50,-0.5265627140390513,0.0709528923034668
wsa,ackley_function,2,10,-0.18767322793568167,0.004921913146972656
wsa,ackley_function,2,10,-0.6268937498557325,0.004921913146972656
wsa,ackley_function,2,20,0.18854077352874032,0.01835012435913086
wsa,ackley_function,2,20,0.8660948529123976,0.01835012435913086
wsa,ackley_function,2,30,0.0639885336055738,0.0410466194152832
wsa,ackley_function,2,30,0.04315106447366718,0.0410466194152832
wsa,ackley_function,2,40,6.272409332078503,0.07085895538330078
wsa,ackley_function,2,40,6.276052738522441,0.07085895538330078
wsa,ackley_function,2,50,-0.010810193199664201,0.11044478416442871
wsa,ackley_function,2,50,0.006404909137820712,0.11044478416442871
wsa,ackley_function,3,10,-6.689441952889556,0.0054132938385009766
wsa,ackley_function,3,10,-0.0746700216234841,0.0054132938385009766
wsa,ackley_function,3,10,-6.2329550275464705,0.0054132938385009766
wsa,ackley_function,3,20,-6.436778093192653,0.020156145095825195
wsa,ackley_function,3,20,-0.12115465949235024,0.020156145095825195
wsa,ackley_function,3,20,5.826744825769843,0.020156145095825195
wsa,ackley_function,3,30,0.575748816512565,0.04455685615539551
wsa,ackley_function,3,30,0.21946585973521182,0.04455685615539551
wsa,ackley_function,3,30,-0.036834847808859886,0.04455685615539551
wsa,ackley_function,3,40,-0.08897542883878667,0.07650375366210938
wsa,ackley_function,3,40,-0.0154551960033526,0.07650375366210938
wsa,ackley_function,3,40,-0.040361589027095635,0.07650375366210938
wsa,ackley_function,3,50,6.29231017007191,0.12047100067138672
wsa,ackley_function,3,50,-0.06879033151589455,0.12047100067138672
wsa,ackley_function,3,50,-0.03074076171627143,0.12047100067138672
wsa,ackley_function,5,10,-7.338558574836017,0.006938934326171875
wsa,ackley_function,5,10,5.593671863476352,0.006938934326171875
wsa,ackley_function,5,10,-1.0370804382534977,0.006938934326171875
wsa,ackley_function,5,10,-0.32791506902987716,0.006938934326171875
wsa,ackley_function,5,10,-0.361644716510118,0.006938934326171875
wsa,ackley_function,5,20,-0.48204176817660027,0.025603055953979492
wsa,ackley_function,5,20,-0.5358299625716327,0.025603055953979492
wsa,ackley_function,5,20,-7.695309450455772,0.025603055953979492
wsa,ackley_function,5,20,6.9087207144607845,0.025603055953979492
wsa,ackley_function,5,20,0.24158608821323213,0.025603055953979492
wsa,ackley_function,5,30,-5.82849525235446,0.05193495750427246
wsa,ackley_function,5,30,0.1016873201492515,0.05193495750427246
wsa,ackley_function,5,30,0.022591185890288634,0.05193495750427246
wsa,ackley_function,5,30,-0.004601624312599568,0.05193495750427246
wsa,ackley_function,5,30,-0.30724835862896077,0.05193495750427246
wsa,ackley_function,5,40,6.715873882951173,0.09018182754516602
wsa,ackley_function,5,40,-6.27430734439433,0.09018182754516602
wsa,ackley_function,5,40,-6.072550653630586,0.09018182754516602
wsa,ackley_function,5,40,-0.10502479846049201,0.09018182754516602
wsa,ackley_function,5,40,0.1344777975863383,0.09018182754516602
wsa,ackley_function,5,50,-0.2507285628615625,0.141340970993042
wsa,ackley_function,5,50,6.222951687598532,0.141340970993042
wsa,ackley_function,5,50,0.001088175046218831,0.141340970993042
wsa,ackley_function,5,50,-6.447351077334625,0.141340970993042
wsa,ackley_function,5,50,-6.291423155497783,0.141340970993042
aba,bukin_function,2,10,-5.858861158008897,0.0010590553283691406
aba,bukin_function,2,10,0.29969364177882163,0.0010590553283691406
aba,bukin_function,2,20,-2.6372995546382194,0.0020270347595214844
aba,bukin_function,2,20,0.06954302010696035,0.0020270347595214844
aba,bukin_function,2,30,5.59439995743262,0.0032639503479003906
aba,bukin_function,2,30,0.31297298628624437,0.0032639503479003906
aba,bukin_function,2,40,-5.267644115839819,0.00407099723815918
aba,bukin_function,2,40,0.27748077739084576,0.00407099723815918
aba,bukin_function,2,50,5.152319565365968,0.005005836486816406
aba,bukin_function,2,50,0.2654640401070747,0.005005836486816406
aba,bukin_function,3,10,3.74575325907525,0.0010328292846679688
aba,bukin_function,3,10,0.14019745301820324,0.0010328292846679688
aba,bukin_function,3,10,-9.349025408216203,0.0010328292846679688
aba,bukin_function,3,20,0.7468759815660996,0.002167940139770508
aba,bukin_function,3,20,0.005577179977456725,0.002167940139770508
aba,bukin_function,3,20,-8.49517471005126,0.002167940139770508
aba,bukin_function,3,30,-7.891468949147002,0.0031931400299072266
aba,bukin_function,3,30,0.6227528450715852,0.0031931400299072266
aba,bukin_function,3,30,-8.114046892163806,0.0031931400299072266
aba,bukin_function,3,40,-9.648113906008776,0.003983259201049805
aba,bukin_function,3,40,0.9308610237848283,0.003983259201049805
aba,bukin_function,3,40,-5.7086375887052805,0.003983259201049805
aba,bukin_function,3,50,2.231718608854759,0.005190134048461914
aba,bukin_function,3,50,0.04980566764312919,0.005190134048461914
aba,bukin_function,3,50,1.30012776509103,0.005190134048461914
aba,bukin_function,5,10,-0.26670061894048586,0.0010330677032470703
aba,bukin_function,5,10,0.0007180524858209615,0.0010330677032470703
aba,bukin_function,5,10,-4.988276988276523,0.0010330677032470703
aba,bukin_function,5,10,-1.2012053375755432,0.0010330677032470703
aba,bukin_function,5,10,7.705162031495149,0.0010330677032470703
aba,bukin_function,5,20,0.9196045237886231,0.0023250579833984375
aba,bukin_function,5,20,0.008456681449923887,0.0023250579833984375
aba,bukin_function,5,20,-8.066013211150246,0.0023250579833984375
aba,bukin_function,5,20,-5.534497256961746,0.0023250579833984375
aba,bukin_function,5,20,3.466022960216924,0.0023250579833984375
aba,bukin_function,5,30,-3.014727130153386,0.003088235855102539
aba,bukin_function,5,30,0.0908863466423325,0.003088235855102539
